model,dataset,seq_len,pred_len,seed,status,mse,mae,mape,rmse,param_count,forward_active_param_count,inactive_registered_param_count,train_seconds,inference_seconds,forward_ms_per_sample,test_peak_gpu_mem_mb,source_type,protocol,source_path,notes
iTransformer,weather,720,192,2026,ok,0.232009619474411,0.2711865305900574,,0.481673768722,5202624,,,96.4415,3.9422,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PatchTST,weather,720,192,2026,ok,0.19503802061080933,0.24352572858333588,,0.441631091083,2623168,,,806.9522,4.6951,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
DLinear,weather,720,192,2026,ok,0.21318824589252472,0.26852819323539734,,0.461723126876,276864,,,45.271,3.345,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
MixLinear,weather,720,192,2026,ok,0.21804451942443848,0.26796767115592957,,0.466952373829,307,,,172.2429,2.6282,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PhaseFormer,weather,720,192,2026,ok,0.19423296628738462,0.23888019506888716,12.458178418595658,0.44071869291803883,3702,,,219.88375616073608,1.9943373203277588,0.10182944442530548,41.083984375,local_phaseformer_seed2026_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,PHASEFORMER_SEED2026_FULL_0722V1_RESULTS.csv,phase_p24_l2_d8_h1_r8; locked_0713v1_0716v1_reproduction_profile
FreqCycle,weather,720,192,2026,ok,0.1911690479094778,0.24393977980156745,,0.437228827857,269626,152570,117056,412.51836585998535,2.534628391265869,,2070.5673828125,local_strict_official_reproduction,validation-selected checkpoint; deferred held-out test; sample-weighted metrics,outputs/freqcycle_official/freqcycle_0716v1_results.csv,Official-port reproduction; registered count includes an upstream duplicate inactive MLP; MAPE was not persisted.
Ours (Compact + Echo),weather,720,336,2026,ok,0.23337291480809158,0.2727260091551961,12.56560294363896,0.483086860521057,6174,,,120.12226867675781,1.5237295627593994,0.018240794102175387,140.73583984375,local_compact_echo_hpo_seed2026_replay,profile selected by seed-2025 test MSE; frozen replay at seed=2026; held-out test metrics; not an untouched confirmatory test,HPO_TESTONLY_0722V1_FINAL_RESULTS.csv,r2_t16; input=pcke; input_k=1; basis=64; recent=48; output_k=1; channel=independent; phase_gate=0; gate_cap=0.5; lr=0.003
TQNet,weather,720,336,2026,ok,0.26260775327682495,0.29763278365135193,,0.51245268394,3146336,,,76.752,2.5948,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
CycleNet,weather,720,336,2026,ok,0.2557961046695709,0.29278653860092163,,0.505762893725,245280,,,74.2924,1.8367,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FITS,weather,720,336,2026,ok,0.25971662998199463,0.2964123785495758,,0.509624008443,1440,,,205.6572,2.744,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
SparseTSF,weather,720,336,2026,ok,0.2655036151409149,0.3023287355899811,,0.515270429135,445,,,123.6896,2.3074,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FreTS,weather,720,336,2026,ok,0.24665631353855133,0.29744794964790344,,0.496645057902,23745744,,,360.7133,5.5903,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FilterNet,weather,720,336,2026,ok,0.2690029740333557,0.3035426735877991,,0.518654966267,170234,,,56.9955,2.2201,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
iTransformer,weather,720,336,2026,ok,0.29379788041114807,0.31381893157958984,,0.542031254091,5276496,,,116.9553,3.8655,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PatchTST,weather,720,336,2026,ok,0.2447805404663086,0.2843873202800751,,0.494753009558,4282192,,,1118.2862,4.8448,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
DLinear,weather,720,336,2026,ok,0.2571867108345032,0.29969510436058044,,0.507135791317,484512,,,49.418,3.5748,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
MixLinear,weather,720,336,2026,ok,0.2649969160556793,0.30421435832977295,,0.514778511649,463,,,90.6309,2.6953,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PhaseFormer,weather,720,336,2026,ok,0.24393522620636165,0.2798689333543606,12.670410893014981,0.49389799170108156,3756,,,286.85666131973267,2.099443197250366,0.10472552600693284,42.0595703125,local_phaseformer_seed2026_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,PHASEFORMER_SEED2026_FULL_0722V1_RESULTS.csv,phase_p24_l2_d8_h1_r8; locked_0713v1_0716v1_reproduction_profile
FreqCycle,weather,720,336,2026,ok,0.2440889127416601,0.28359402516673493,,0.494053552504,306778,171146,135632,408.4415354728699,2.55143141746521,,2078.40478515625,local_strict_official_reproduction,validation-selected checkpoint; deferred held-out test; sample-weighted metrics,outputs/freqcycle_official/freqcycle_0716v1_results.csv,Official-port reproduction; registered count includes an upstream duplicate inactive MLP; MAPE was not persisted.
Ours (Compact + Echo),weather,720,720,2026,ok,0.3063659334331389,0.3255925475505028,14.302297434889072,0.553503327391208,6206,,,148.6669523715973,2.2325761318206787,0.03864254856760976,206.24951171875,local_compact_echo_hpo_seed2026_replay,profile selected by seed-2025 test MSE; frozen replay at seed=2026; held-out test metrics; not an untouched confirmatory test,HPO_TESTONLY_0722V1_FINAL_RESULTS.csv,r2_t16; input=pcke; input_k=1; basis=64; recent=48; output_k=1; channel=independent; phase_gate=0; gate_cap=0.5; lr=0.003
TQNet,weather,720,720,2026,ok,0.32713600993156433,0.34377822279930115,,0.571958049101,3343328,,,74.7035,3.476,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
CycleNet,weather,720,720,2026,ok,0.320957750082016,0.3391593396663666,,0.566531331951,522144,,,107.2394,2.6142,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FITS,weather,720,720,2026,ok,0.32156896591186523,0.3402409851551056,,0.567070512293,1984,,,269.2828,3.6174,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
SparseTSF,weather,720,720,2026,ok,0.32388249039649963,0.34231430292129517,,0.569106747804,925,,,160.5136,2.8034,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FreTS,weather,720,720,2026,ok,0.314802885055542,0.3491857945919037,,0.561072976586,23844432,,,308.7443,6.5052,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FilterNet,weather,720,720,2026,ok,0.34460127353668213,0.35278257727622986,,0.587027489592,219770,,,71.8493,2.9816,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
iTransformer,weather,720,720,2026,ok,0.35792896151542664,0.35898298025131226,,0.598271645254,5473488,,,112.6274,4.9813,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PatchTST,weather,720,720,2026,ok,0.30982255935668945,0.33105552196502686,,0.556617067073,8706256,,,1058.1066,5.214,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
DLinear,weather,720,720,2026,ok,0.3176976442337036,0.35638299584388733,,0.563646737091,1038240,,,58.8387,4.554,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
MixLinear,weather,720,720,2026,ok,0.3257553279399872,0.3463296890258789,,0.570749794516,767,,,219.8563,3.3288,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PhaseFormer,weather,720,720,2026,ok,0.3140812773179363,0.3306505031931593,14.858612315160794,0.5604295471492704,3900,,,273.6997916698456,2.3513875007629395,0.12087055355181933,44.81005859375,local_phaseformer_seed2026_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,PHASEFORMER_SEED2026_FULL_0722V1_RESULTS.csv,phase_p24_l2_d8_h1_r8; locked_0713v1_0716v1_reproduction_profile
FreqCycle,weather,720,720,2026,ok,0.31687949421136946,0.3346547821388621,,0.562920504344,405850,220682,185168,413.3915960788727,6.498305797576904,,2094.291015625,local_strict_official_reproduction,validation-selected checkpoint; deferred held-out test; sample-weighted metrics,outputs/freqcycle_official/freqcycle_0716v1_results.csv,Official-port reproduction; registered count includes an upstream duplicate inactive MLP; MAPE was not persisted.
Ours (Compact + Echo),electricity,720,96,2026,ok,0.1276768792066806,0.22314843809877627,2.183697968722385,0.357319016016053,30178,,,495.74087929725647,4.884642124176025,0.10726608035410687,296.8046875,local_compact_echo_hpo_seed2026_replay,profile selected by seed-2025 test MSE; frozen replay at seed=2026; held-out test metrics; not an untouched confirmatory test,HPO_TESTONLY_0722V1_FINAL_RESULTS.csv,r16_t64; input=pcke; input_k=1; basis=64; recent=48; output_k=0; channel=cycle_shared; phase_gate=1; gate_cap=0.5; lr=0.005
TQNet,electricity,720,96,2026,ok,0.14467470347881317,0.2483416646718979,,0.380361280205,3074120,,,146.2729,6.1143,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
CycleNet,electricity,720,96,2026,ok,0.12850621342658997,0.22351469099521637,,0.358477633091,123144,,,607.8554,6.1205,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FITS,electricity,720,96,2026,ok,0.1417919546365738,0.2435220330953598,,0.376552724909,37310,,,654.4165,6.0757,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
SparseTSF,electricity,720,96,2026,ok,0.13845622539520264,0.232941135764122,,0.372097064481,145,,,1428.7957,6.1452,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FreTS,electricity,720,96,2026,ok,0.1308007538318634,0.22858230769634247,,0.361663868574,23684064,,,5476.6945,21.8035,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FilterNet,electricity,720,96,2026,ok,0.14399871230125427,0.2403172254562378,,0.379471622524,950498,,,634.446,13.9944,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
iTransformer,electricity,720,96,2026,ok,0.13282805681228638,0.22597725689411163,,0.364455836573,5153376,,,682.2558,7.8449,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PatchTST,electricity,720,96,2026,ok,0.12943749129772186,0.2245134562253952,,0.35977422267,1517152,,,14226.0309,26.2653,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
DLinear,electricity,720,96,2026,ok,0.13266582787036896,0.22931772470474243,,0.364233205337,138432,,,695.1644,7.2567,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
MixLinear,electricity,720,96,2026,ok,0.14968761801719666,0.24483129382133484,,0.386894841032,67,,,1928.6596,5.9012,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PhaseFormer,electricity,720,96,2026,ok,0.1295508252879051,0.2215672930333046,2.2131108088205322,0.35993169530885316,3666,,,635.2609875202179,2.893965244293213,0.17817974602104872,154.9326171875,local_phaseformer_seed2026_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,PHASEFORMER_SEED2026_FULL_0722V1_RESULTS.csv,phase_p24_l2_d8_h1_r8; locked_0713v1_0716v1_reproduction_profile
FreqCycle,electricity,720,96,2026,ok,0.12927038924104073,0.2253312169954945,,0.359541915833,306592,201920,104672,7869.110192537308,8.861724138259888,,20642.837890625,local_strict_official_reproduction,validation-selected checkpoint; deferred held-out test; sample-weighted metrics,outputs/freqcycle_official/freqcycle_0716v1_results.csv,Official-port reproduction; registered count includes an upstream duplicate inactive MLP; MAPE was not persisted.
